,rouge_1,rouge_2,rouge_l,bleurt
0,0.43243243243243246,0.23287671232876717,0.32432432432432434,-0.5248398780822754
1,0.578125,0.2698412698412698,0.421875,-0.2710914611816406
2,0.42603550295857995,0.29940119760479045,0.33136094674556216,-0.4417531490325928
3,0.49696969696969695,0.3067484662576687,0.36363636363636365,-0.23541365563869476
4,0.6213592233009709,0.4215686274509804,0.4368932038834952,0.008752122521400452
5,0.7256637168141592,0.5446428571428572,0.6725663716814159,0.14631681144237518
6,0.5844748858447488,0.3225806451612903,0.33789954337899547,-0.1770152896642685
7,0.568527918781726,0.37948717948717947,0.4467005076142132,-0.1991439312696457
8,0.5981308411214954,0.3490566037735849,0.4766355140186916,-0.14582373201847076
9,0.4263959390862944,0.15384615384615385,0.25380710659898476,-0.24440060555934906
10,0.64,0.41414141414141414,0.5,0.07164494693279266
11,0.5072463768115942,0.2941176470588235,0.3333333333333333,-0.34488052129745483
12,0.4340425531914893,0.24034334763948498,0.3234042553191489,-0.23009316623210907
13,0.4976525821596244,0.2654028436018957,0.35680751173708924,-0.23184703290462494
14,0.47115384615384615,0.2718446601941747,0.3365384615384615,-0.09299887716770172
15,0.4668769716088328,0.24761904761904763,0.33438485804416407,-0.404716432094574
16,0.4385026737967914,0.21621621621621623,0.2994652406417112,-0.12101544439792633
17,0.5,0.30081300813008127,0.3548387096774194,-0.27690911293029785
18,0.6050420168067226,0.41525423728813554,0.453781512605042,0.017995432019233704
19,0.6066350710900473,0.3253588516746411,0.41706161137440756,-0.056633010506629944
20,0.546875,0.19047619047619047,0.28125000000000006,-0.11328019201755524
21,0.4409448818897638,0.192,0.33070866141732286,0.023327484726905823
22,0.5517241379310345,0.2441860465116279,0.28735632183908044,-0.1678042858839035
23,0.5412844036697249,0.3518518518518519,0.39449541284403666,-0.12364177405834198
24,0.6138613861386139,0.33,0.4356435643564356,0.027872323989868164
25,0.5446808510638298,0.3690987124463519,0.33191489361702126,-0.36301189661026
26,0.44516129032258067,0.24675324675324672,0.30967741935483867,-0.3330409526824951
27,0.46829268292682924,0.2561576354679803,0.3317073170731707,-0.5052460432052612
28,0.4559585492227979,0.29319371727748694,0.3316062176165803,-0.382127046585083
29,0.4257425742574258,0.19,0.32673267326732675,-0.10658912360668182
30,0.5467128027681661,0.3623693379790941,0.3875432525951557,-0.5854111909866333
31,0.43795620437956206,0.19852941176470587,0.2846715328467153,-0.2973334789276123
32,0.5827814569536425,0.32214765100671144,0.3841059602649007,-0.05388234555721283
33,0.4900662251655629,0.22818791946308722,0.2516556291390728,-0.27842116355895996
34,0.6707317073170733,0.3333333333333333,0.41463414634146334,0.026081636548042297
35,0.45217391304347826,0.19469026548672566,0.36521739130434777,-0.30272752046585083
36,0.4317180616740089,0.22222222222222224,0.36123348017621143,-0.31948065757751465
37,0.6727272727272726,0.4403669724770642,0.5636363636363636,-0.12194587290287018
38,0.47727272727272724,0.1954022988505747,0.36363636363636365,-0.3205295205116272
39,0.5740740740740741,0.29906542056074764,0.37037037037037035,-0.23782692849636078
40,0.663101604278075,0.4324324324324325,0.5133689839572192,-0.06099630892276764
41,0.6697674418604652,0.4225352112676057,0.4372093023255814,0.2561073303222656
42,0.5529411764705882,0.2976190476190476,0.4117647058823529,0.03555382788181305
43,0.723404255319149,0.4838709677419355,0.5319148936170214,0.21773172914981842
44,0.5548387096774194,0.3529411764705882,0.38709677419354843,-0.41386735439300537
45,0.48535564853556484,0.31223628691983124,0.3096234309623431,-0.17122910916805267
46,0.33532934131736525,0.23030303030303034,0.2874251497005988,-0.6844966411590576
47,0.4872727272727273,0.21245421245421245,0.3272727272727273,-0.1378040462732315
48,0.4912280701754386,0.2654867256637168,0.33333333333333337,-0.26195192337036133
49,0.4727272727272727,0.21978021978021978,0.31272727272727274,-0.23682548105716705
50,0.49723756906077354,0.27932960893854747,0.32044198895027626,-0.29165905714035034
51,0.4782608695652174,0.25274725274725274,0.31521739130434784,-0.2928244471549988
52,0.5793103448275861,0.3356643356643357,0.37241379310344824,-0.23903070390224457
53,0.45121951219512196,0.1728395061728395,0.25609756097560976,-0.3070473074913025
54,0.4723618090452261,0.2131979695431472,0.3216080402010051,-0.23308636248111725
55,0.5679012345679013,0.1875,0.308641975308642,-0.17932955920696259
56,0.39160839160839156,0.29787234042553196,0.34965034965034963,-0.6626914143562317
57,0.6952789699570816,0.5367965367965368,0.5236051502145923,-0.22173874080181122
58,0.5811965811965812,0.3782234957020058,0.4501424501424501,-0.3840242028236389
59,0.5388127853881278,0.3686635944700461,0.39269406392694073,-0.47610193490982056
60,0.5165562913907285,0.174496644295302,0.3311258278145695,-0.20192094147205353
61,0.6256983240223464,0.39548022598870053,0.3463687150837989,0.042428866028785706
62,0.5316455696202531,0.358974358974359,0.46835443037974683,-0.13270600140094757
63,0.532258064516129,0.2764227642276422,0.2741935483870968,-0.13544730842113495
64,0.3645320197044335,0.09950248756218906,0.24630541871921183,-0.24410493671894073
65,0.4966442953020134,0.24489795918367344,0.3087248322147651,-0.32532042264938354
66,0.4341637010676156,0.1935483870967742,0.23487544483985764,-0.11724816262722015
67,0.4881889763779527,0.16,0.31496062992125984,-0.5931046605110168
68,0.383419689119171,0.17801047120418848,0.2694300518134715,-0.3579583168029785
69,0.5217391304347827,0.24390243902439024,0.40579710144927533,0.03338541090488434
70,0.4292682926829268,0.19704433497536944,0.20487804878048782,-0.10755564272403717
71,0.5213675213675213,0.3189655172413793,0.4188034188034188,-0.3607463240623474
72,0.5652173913043479,0.16176470588235295,0.34782608695652173,-0.2765864133834839
73,0.5486725663716815,0.2882882882882883,0.49557522123893816,-0.09056974947452545
74,0.3610108303249097,0.24000000000000002,0.25992779783393505,-0.38263213634490967
75,0.4782608695652174,0.25274725274725274,0.3260869565217391,-0.07761968672275543
76,0.4641350210970464,0.2553191489361702,0.3459915611814346,-0.2736343741416931
77,0.751592356687898,0.5419354838709677,0.5987261146496816,0.12527386844158173
78,0.736842105263158,0.5319148936170213,0.6210526315789473,0.03367890417575836
79,0.6177606177606176,0.38132295719844356,0.3861003861003861,0.11528445780277252
80,0.6216216216216216,0.4421768707482993,0.49324324324324315,-0.007724359631538391
81,0.41860465116279066,0.18823529411764708,0.27906976744186046,-0.32642239332199097
82,0.4633204633204634,0.3035019455252918,0.4092664092664092,-0.3569774627685547
83,0.5588235294117647,0.3731343283582089,0.4558823529411765,-0.38077735900878906
84,0.4878048780487805,0.23140495867768596,0.3577235772357723,0.03890432417392731
85,0.49350649350649356,0.26200873362445415,0.3463203463203463,-0.2212221771478653
86,0.6666666666666666,0.34285714285714286,0.4519774011299435,0.030951708555221558
87,0.6122448979591836,0.4275862068965517,0.44897959183673464,-0.28827452659606934
88,0.6878306878306879,0.5347593582887701,0.6243386243386244,-0.09846445918083191
89,0.5769230769230769,0.3786407766990291,0.4903846153846154,-0.31570690870285034
90,0.5454545454545454,0.357487922705314,0.4688995215311005,-0.23184917867183685
91,0.6073298429319373,0.42328042328042326,0.5445026178010473,-0.10105173289775848
92,0.5378151260504201,0.20512820512820512,0.3697478991596638,-0.15889020264148712
93,0.7046632124352331,0.5235602094240839,0.5906735751295338,0.07244695723056793
94,0.4976958525345622,0.26046511627906976,0.3410138248847926,-0.23946349322795868
95,0.6132075471698113,0.33333333333333337,0.40566037735849053,-0.05134163796901703
96,0.39024390243902435,0.22131147540983606,0.2845528455284553,-0.4402143359184265
97,0.584070796460177,0.3482142857142857,0.4690265486725664,-0.139168843626976
98,0.6082474226804124,0.34375000000000006,0.37113402061855677,-0.08848343789577484
99,0.5527638190954774,0.27411167512690354,0.371859296482412,-0.3054715394973755
100,0.6634615384615384,0.4174757281553398,0.46153846153846156,-0.03796820342540741
101,0.6029411764705883,0.3582089552238806,0.45588235294117646,-0.23822997510433197
102,0.6,0.375,0.44761904761904764,-0.1011197417974472
103,0.5109489051094891,0.23703703703703705,0.36496350364963503,-0.10125468671321869
104,0.7195121951219512,0.5061728395061729,0.6097560975609757,0.11604230105876923
105,0.5108695652173914,0.34065934065934067,0.3695652173913044,-0.32639485597610474
106,0.5529953917050691,0.3627906976744186,0.3410138248847926,-0.08977024257183075
107,0.5,0.28767123287671237,0.3243243243243243,-0.42387956380844116
108,0.6301369863013698,0.39631336405529954,0.4383561643835617,-0.02914254367351532
109,0.4754098360655738,0.21666666666666667,0.29508196721311475,-0.48268431425094604
110,0.5047619047619047,0.22115384615384615,0.3142857142857143,0.05138169229030609
111,0.5268817204301075,0.31521739130434784,0.3655913978494624,-0.011802330613136292
112,0.40789473684210525,0.18666666666666665,0.23684210526315788,-0.5389794111251831
113,0.39639639639639634,0.24545454545454543,0.3063063063063063,-0.42409801483154297
114,0.5425101214574899,0.26938775510204077,0.32388663967611336,-0.02592022716999054
115,0.440251572327044,0.1910828025477707,0.27672955974842767,-0.3920567035675049
116,0.47290640394088673,0.24875621890547261,0.2857142857142857,-0.006480053067207336
117,0.4251207729468599,0.27317073170731704,0.32850241545893716,-0.14766280353069305
118,0.6702127659574468,0.5161290322580645,0.6063829787234042,-0.007897302508354187
119,0.5045871559633027,0.25,0.27522935779816515,-0.1334562748670578
120,0.4935064935064936,0.296943231441048,0.354978354978355,-0.20376785099506378
121,0.5904761904761904,0.40384615384615385,0.4857142857142857,-0.07304839789867401
122,0.4594594594594595,0.2909090909090909,0.2972972972972973,-0.3864712715148926
123,0.6574074074074074,0.3551401869158879,0.37962962962962965,-0.0419878214597702
124,0.6097560975609756,0.39344262295081966,0.4634146341463415,0.08819198608398438
125,0.6071428571428571,0.34939759036144574,0.35714285714285715,0.019778668880462646
126,0.6229508196721312,0.3867403314917127,0.4699453551912569,0.11488159000873566
127,0.4971098265895953,0.22222222222222224,0.3352601156069364,-0.35241782665252686
128,0.2608695652173913,0.014705882352941176,0.15942028985507248,-0.8415391445159912
129,0.6122448979591836,0.30927835051546393,0.46938775510204084,0.12401501834392548
130,0.5411764705882353,0.35714285714285715,0.45882352941176474,-0.24248002469539642
131,0.410958904109589,0.13888888888888887,0.2602739726027397,-0.365680456161499
132,0.6458333333333334,0.3789473684210526,0.42708333333333337,-0.15240119397640228
133,0.5490196078431373,0.21343873517786563,0.3686274509803921,-0.047608956694602966
134,0.46979865771812085,0.1904761904761905,0.3355704697986578,-0.14233873784542084
135,0.5862068965517241,0.3217391304347826,0.43103448275862066,-0.0026816129684448242
136,0.4642857142857143,0.25301204819277107,0.26190476190476186,-0.4244641661643982
137,0.6229508196721312,0.3756906077348067,0.44808743169398907,-0.10072936117649078
138,0.42857142857142855,0.1730769230769231,0.23809523809523808,-0.40971457958221436
139,0.6753246753246753,0.4473684210526316,0.38961038961038963,-0.12212814390659332
140,0.5898617511520737,0.39069767441860465,0.41474654377880177,-0.07189027965068817
141,0.34722222222222227,0.12676056338028172,0.2222222222222222,-0.7680720090866089
142,0.49572649572649574,0.2782608695652174,0.32478632478632474,-0.4831840991973877
143,0.5064935064935066,0.3289473684210526,0.38961038961038963,-0.2075035721063614
144,0.6602870813397129,0.3864734299516908,0.48803827751196177,-0.15953613817691803
145,0.5058823529411763,0.23809523809523808,0.36470588235294116,-0.3384699821472168
146,0.5350877192982456,0.327433628318584,0.4035087719298246,-0.3122706413269043
147,0.5170731707317073,0.27586206896551724,0.3219512195121951,-0.08546693623065948
148,0.4022346368715084,0.11299435028248588,0.3016759776536313,-0.28701645135879517
149,0.5303867403314916,0.3687150837988827,0.4309392265193371,-0.1790906935930252
150,0.5268817204301075,0.31521739130434784,0.3655913978494624,-0.21808578073978424
151,0.43093922651933697,0.24581005586592178,0.2983425414364641,-0.37848639488220215
152,0.5446009389671361,0.29383886255924174,0.37558685446009393,-0.11589644849300385
153,0.35616438356164387,0.11059907834101383,0.182648401826484,-0.24147091805934906
154,0.5909090909090909,0.4022988505747126,0.4886363636363636,-0.37480342388153076
155,0.43902439024390244,0.20689655172413793,0.2634146341463415,0.08773358166217804
156,0.4698795180722891,0.17073170731707318,0.28915662650602403,-0.42754995822906494
157,0.5150214592274679,0.34632034632034636,0.36909871244635195,-0.010135039687156677
158,0.5339366515837104,0.25570776255707767,0.3619909502262443,-0.1026943176984787
159,0.36714975845410625,0.175609756097561,0.31884057971014496,-0.4716377854347229
160,0.4975609756097561,0.2660098522167488,0.36097560975609755,-0.026862308382987976
161,0.4413793103448275,0.15384615384615383,0.3310344827586207,-0.5269485712051392
162,0.41624365482233505,0.24615384615384617,0.28426395939086296,-0.257798969745636
163,0.5112781954887218,0.24427480916030533,0.3609022556390978,-0.4745938181877136
164,0.42045454545454547,0.1954022988505747,0.27272727272727276,-0.37709754705429077
165,0.37948717948717947,0.08290155440414508,0.20512820512820512,-0.44320011138916016
166,0.47058823529411764,0.136986301369863,0.2624434389140271,-0.24528439342975616
167,0.5021645021645021,0.2532751091703057,0.329004329004329,-0.05976425111293793
168,0.6538461538461539,0.41747572815533984,0.5096153846153846,0.07185046374797821
169,0.593886462882096,0.4229074889867841,0.47161572052401746,-0.061120256781578064
