,faithfulness,informativeness_step,informativeness_chain,faithfulness_ww,repetition_word,repetition_step,reasoning_alignment,external_hallucination,redundancy,common_sense_error,missing_step,semantic_coverage_step,semantic_coverage_chain,discourse_representation,coherence_step_vs_step,perplexity_step,perplexity_chain,perplexity_step_max,grammar_step,grammar_step_max
0,0.8978675305843353,0.8606880232691765,0.9706271588802338,0.8666754791579913,1.0,1.0,0.6353538632392883,0.9627577895897463,0.6353538632392883,0.7602807438822099,0.5009456481784582,0.6686714837606264,0.7643958432599902,0.9996492789650802,0.9914094628766179,0.06079719244214996,0.06079719244214996,0.06079719244214996,0.9875494241714478,0.9875494241714478
1,0.8831022381782532,0.861064963042736,0.9672247171401978,0.8314586487135242,1.0,1.0,0.6628657281398773,0.9605897581861473,0.6628657281398773,0.7760496033688736,0.5158660002052784,0.6818620544259569,0.7885580994188786,0.9971444006077945,0.9947086465544999,0.07152711837631558,0.07152711837631558,0.07152711837631558,0.9905911087989807,0.9905911087989807
2,0.8106527924537659,0.791256956756115,0.9610429257154465,0.8356923450456267,1.0,1.0,0.6110682785511017,0.9263568646175013,0.6110682785511017,0.7675143369159027,0.4975840603001416,0.7822911561287325,0.7556250747293234,0.9966910963412374,0.974485507234931,0.0971829196297727,0.0971829196297727,0.0971829196297727,0.9880053400993347,0.9880053400993347
3,0.8959831595420837,0.8901164184014003,0.954137310385704,0.8775930388660829,1.0,1.0,0.6134193912148476,0.9597891064918707,0.6134193912148476,0.7730662457729081,0.5168159678578377,0.6727177632803266,0.779949888586998,0.9986533903283998,0.995066387578845,0.06844331846818003,0.06844331846818003,0.06844331846818003,0.9899156093597412,0.9899156093597412
4,0.9258227348327637,0.8907716572284698,0.9789818227291107,0.8782741268108601,1.0,1.0,0.5874306708574295,0.9693967354723227,0.5874306708574295,0.769739126248143,0.5020766267552972,0.647372262678235,0.7542586317285895,0.9991672993055545,0.9905364457517862,0.13481977853961424,0.13481977853961424,0.13481977853961424,0.9910494089126587,0.9910494089126587
5,0.8641877174377441,0.8233615010976791,0.9589499533176422,0.8487397764272391,1.0,1.0,0.6589235365390778,0.9536776269691103,0.6589235365390778,0.7808053329810567,0.5152959115803242,0.718377111601411,0.7766168769448996,0.9988149739801884,0.9918220797553658,0.10332378416210047,0.10332378416210047,0.10332378416210047,0.9850148558616638,0.9850148558616638
6,0.898819237947464,0.8890581329663594,0.9637401551008224,0.8096073342956162,1.0,1.0,0.6225287020206451,0.961807166417489,0.6225287020206451,0.7760336032857388,0.5128781255334616,0.6862063318634263,0.790629543364048,0.9946676823310554,0.9970950579736382,0.0876045608127356,0.0876045608127356,0.0876045608127356,0.9891148805618286,0.9891148805618286
7,0.8361104130744934,0.8185670338571072,0.9478828758001328,0.8705844048086082,1.0,1.0,0.5880478322505951,0.932485329394483,0.5880478322505951,0.7684105851371222,0.5038129650056362,0.7289750590347327,0.7803420759737492,0.9978010060731322,0.989269632846117,0.09533657090405448,0.09533657090405448,0.09533657090405448,0.9814767241477966,0.9814767241477966
8,0.8756000995635986,0.8521819971501827,0.9728603661060333,0.8666489239011796,1.0,1.0,0.6146798655390739,0.95206621363692,0.6146798655390739,0.769007993722584,0.5049033346585929,0.6920489734820737,0.7694819886237383,0.9980695288395509,0.9640446417033672,0.08176665606836686,0.08176665606836686,0.08176665606836686,0.9584699869155884,0.9584699869155884
9,0.922774463891983,0.9020710587501526,0.9706818610429764,0.8787975209024395,1.0,1.0,0.5967473387718201,0.9688585970496693,0.5967473387718201,0.7440348791973285,0.46643298119306564,0.6348287311177385,0.7579740434885025,0.9995398412866052,0.961384192109108,0.09063715364639492,0.09063715364639492,0.09063715364639492,0.9884949326515198,0.9884949326515198
10,0.9131144881248474,0.8924323221047719,0.9621760845184326,0.8217672947007623,1.0,1.0,0.6518032848834991,0.9697467501738561,0.6518032848834991,0.7861316350389904,0.5215467363595963,0.671149985383312,0.8063680529594421,0.9898109007626772,0.9862543623894453,0.06736103260227612,0.06736103260227612,0.06736103260227612,0.9866712689399719,0.9866712689399719
11,0.8918187320232391,0.8405587201317151,0.9691896140575409,0.8609713928867442,1.0,1.0,0.6090772151947021,0.9577094774587565,0.6090772151947021,0.7654127372010192,0.49740415741689503,0.6882179076480607,0.7717215437442064,0.9987768400460482,0.9805768821388483,0.11395218733617672,0.11395218733617672,0.11395218733617672,0.9858879446983337,0.9858879446983337
12,0.8711978793144226,0.8420076400041581,0.9772236347198486,0.8745784353958667,1.0,1.0,0.5962566509842873,0.947997000434079,0.5962566509842873,0.7725897544535592,0.5120691582560539,0.697262885992097,0.7711393516510725,0.9951637643389404,0.9741002023220062,0.06666617060979074,0.06666617060979074,0.06666617060979074,0.9816905856132507,0.9816905856132507
13,0.8653574585914612,0.8286684999863307,0.9568779021501541,0.8523855852657816,1.0,1.0,0.6780041456222534,0.9566456598435664,0.6780041456222534,0.7678707661584616,0.5110203409567475,0.7089618673468214,0.7719206586480141,0.9883929593488574,0.9846567781642079,0.07994294782307364,0.07994294782307364,0.07994294782307364,0.9831436276435852,0.9831436276435852
14,0.9430751800537109,0.9225519225001335,0.9624503999948502,0.8593192273645683,1.0,1.0,0.6104150712490082,0.9778229480770619,0.6104150712490082,0.7533217782105135,0.48601456731557846,0.6004661788920993,0.7689475025981665,0.9978657411411405,0.9933618702925742,0.08466388605544078,0.08466388605544078,0.08466388605544078,0.9545763731002808,0.9545763731002808
15,0.8674441277980804,0.8589976678291957,0.9706936180591583,0.8630751737928928,1.0,1.0,0.5749644786119461,0.9436590457456089,0.5749644786119461,0.7588361159265438,0.4861814696341753,0.6933765919693844,0.775567427277565,0.9225781336426735,0.9892340982332826,0.11108946570337472,0.11108946570337472,0.11108946570337472,0.9847760796546936,0.9847760796546936
16,0.8739587068557739,0.834034476429224,0.9496500790119171,0.8621515551875288,1.0,1.0,0.5797925814986229,0.9470365135832894,0.5797925814986229,0.7404621696773809,0.45589571446180344,0.6796247944858209,0.7495477602933533,0.9985604446846992,0.9901464404538274,0.1348032899119488,0.1348032899119488,0.1348032899119488,0.9521117210388184,0.9521117210388184
17,0.9147669076919556,0.8964167162775993,0.9539269506931305,0.8625630161060174,1.0,1.0,0.5648454651236534,0.9629104333606202,0.5648454651236534,0.7426508189942171,0.48144268058240414,0.6260394171445096,0.7621685890480876,0.9982053828425705,0.9784788843244314,0.16151302816295834,0.16151302816295834,0.16151302816295834,0.9924894571304321,0.9924894571304321
