,faithfulness,informativeness_step,informativeness_chain,faithfulness_ww,repetition_word,repetition_step,reasoning_alignment,external_hallucination,redundancy,common_sense_error,missing_step,semantic_coverage_step,semantic_coverage_chain,discourse_representation,coherence_step_vs_step,perplexity_step,perplexity_chain,perplexity_step_max,grammar_step,grammar_step_max
0,0.8390898108482361,0.8197703510522842,0.9486377537250519,0.8668507823190138,1.0,1.0,0.657144233584404,0.9448310137742935,0.657144233584404,0.7735699423206732,0.5283875353634357,0.7274492002114301,0.764760198071599,0.9985263529233634,0.9935015528462827,0.011572793320048071,0.011572793320048071,0.011572793320048071,0.981290876865387,0.981290876865387
1,0.9285459518432617,0.8911634907126427,0.9753051102161407,0.8995181775809362,1.0,1.0,0.6464879214763641,0.9747401309171835,0.6464879214763641,0.7784524769996325,0.5267189387232065,0.6364183344412595,0.7923086658120155,0.9978411542251706,0.9953753082081676,0.0346546362154086,0.0346546362154086,0.0346546362154086,0.9829317331314087,0.9829317331314087
2,0.8221336603164673,0.7831852287054062,0.9451397806406021,0.8365357227336891,1.0,1.0,0.5910314619541168,0.9272582630920532,0.5910314619541168,0.7646340571584564,0.49135959707200527,0.7708102871267986,0.7638223292306066,0.9949361267499626,0.9884440405294299,0.08488259474359225,0.08488259474359225,0.08488259474359225,0.9883258938789368,0.9883258938789368
3,0.8959410488605499,0.8848900695641835,0.9590556472539902,0.8741490016367313,1.0,1.0,0.5962833389639854,0.9579896676950714,0.5962833389639854,0.7761525612166081,0.5150619642809033,0.6727598929511649,0.7814042009413242,0.9974116666708142,0.9983657584525645,0.043247927764937265,0.043247927764937265,0.043247927764937265,0.9837762713432312,0.9837762713432312
4,0.9370139837265015,0.8988027840852737,0.9764887690544128,0.885860504612265,1.0,1.0,0.6084885150194168,0.9753402512357514,0.6084885150194168,0.772853751700585,0.5081869596615434,0.636181019724825,0.7595848813652992,0.9956433046609163,0.9821633081883192,0.05495578741964956,0.05495578741964956,0.05495578741964956,0.9882384538650513,0.9882384538650513
5,0.9063911736011505,0.8554046843200922,0.9556107372045517,0.8868675546112834,1.0,1.0,0.638162225484848,0.9661287905808651,0.638162225484848,0.7800683273100415,0.513666158542037,0.6761736579636252,0.7725074645131826,0.9966022297739983,0.9685026220977306,0.04971668062915201,0.04971668062915201,0.04971668062915201,0.9877781271934509,0.9877781271934509
6,0.8846635520458221,0.8702949931224186,0.9511733502149582,0.8240723033300855,1.0,1.0,0.6252800971269608,0.9567811374248891,0.6252800971269608,0.7743182649210928,0.5091473031789064,0.7003620177650681,0.7962291426956654,0.9972938445862383,0.9961459832265973,0.02338175982829785,0.02338175982829785,0.02338175982829785,0.9781198501586914,0.9781198501586914
7,0.8632434010505676,0.8463079817593098,0.964251920580864,0.8745945511578952,1.0,1.0,0.5964764356613159,0.9448154897450891,0.5964764356613159,0.764541384948203,0.4966888865455985,0.7018420709941823,0.7740221116691828,0.9943922264501452,0.9553190656006336,0.06250913460311101,0.06250913460311101,0.06250913460311101,0.7357804179191589,0.7357804179191589
8,0.8454888463020325,0.8313132710754871,0.9458347856998444,0.8497767486825292,1.0,1.0,0.5983790755271912,0.937945087610462,0.5983790755271912,0.7625007492483098,0.4862874113023281,0.7221602350947359,0.7530303546227515,0.994478449691087,0.9961828561499715,0.05396558241970675,0.05396558241970675,0.05396558241970675,0.9336669445037842,0.9336669445037842
9,0.9112154245376587,0.8939797033866246,0.9593393802642822,0.8742749520820029,1.0,1.0,0.5920221656560898,0.9637778611797305,0.5920221656560898,0.7471093572492202,0.47284182347357273,0.6463877704720629,0.7626688284799457,0.9994317021337338,0.9842749182134867,0.10884092664699971,0.10884092664699971,0.10884092664699971,0.9792434573173523,0.9792434573173523
10,0.9392474889755249,0.9080939988295238,0.9518301486968994,0.8659064075915771,1.0,1.0,0.6512869149446487,0.978814804455796,0.6512869149446487,0.7824163756818272,0.5132351806387305,0.6450169766874257,0.7963200658559799,0.9987335641635582,0.9869793951511383,0.052576648235826196,0.052576648235826196,0.052576648235826196,0.9787387251853943,0.9787387251853943
11,0.8807934522628784,0.8259359796841939,0.9713248014450073,0.8539339289170697,1.0,1.0,0.609058141708374,0.9533971707071203,0.609058141708374,0.7622420748140843,0.4883967228233814,0.6992431869932187,0.7710365615785122,0.997744821710512,0.9856723230332136,0.13011604470393764,0.13011604470393764,0.13011604470393764,0.980798065662384,0.980798065662384
12,0.8753712773323059,0.8492932498455048,0.9682396352291107,0.871037756791067,1.0,1.0,0.5764308348298073,0.9472111159834173,0.5764308348298073,0.7637819948907925,0.49317125184461474,0.6930894879742137,0.7632138133049011,0.9963878218550235,0.9787642564624548,0.0636067072643728,0.0636067072643728,0.0636067072643728,0.9603433609008789,0.9603433609008789
