,faithfulness,informativeness_step,informativeness_chain,faithfulness_ww,repetition_word,repetition_step,discourse_representation,coherence_step_vs_step,perplexity_step,perplexity_chain,perplexity_step_max,grammar_step,grammar_step_max
0,0.8400670394301415,0.856838759034872,0.9620932787656784,0.8905411839340497,0.054491380850474,0.009730130434036255,0.2841153144836426,0.009774863719940186,0.011082573359531583,0.09828364425623332,0.0024983409879968115,0.9400747537612915,0.6829494833946228
1,0.7165102057158947,0.7376689055668457,0.9343682527542114,0.8962033941289005,0.01913086005619591,0.025853365659713745,0.014594435691833496,0.0035303831100463867,0.014429103237046428,0.10283862088768572,0.00656246409702242,0.9668891370296478,0.8255137205123901
2,0.7844265177845955,0.7744645766913891,0.9443123638629913,0.8782987974479165,0.047040399450522186,0.03881943225860596,0.17284846305847168,0.8904847130179405,0.009510800415404107,0.09207872770525097,0.002320717513396962,0.883959119518598,0.33207204937934875
3,0.7999543813722474,0.8259053408035211,0.9228352457284927,0.8929959793198616,0.042225778102874756,0.03969770669937134,0.501383513212204,0.005013942718505859,0.008291765771767623,0.11075574375731083,0.0012814960473507395,0.8762296693665641,0.5665995478630066
4,0.88159089618259,0.856601008441713,0.9692168533802032,0.8905130771417467,0.08488892066863274,0.037317708134651184,0.31568479537963867,0.021323859691619873,0.01194037776450517,0.10167510101979813,0.004972846269537162,0.9293707576062944,0.48658236861228943
5,0.8137595504522324,0.8313148356974125,0.9531010538339615,0.8844139077446678,0.1320189028978348,0.13135240226984024,0.00151747465133667,0.0042781829833984375,0.0030866254084008444,0.0237877107343293,0.0012742747398353097,0.762835219502449,0.1436769962310791
6,0.7891617765029272,0.8171851425653412,0.9602406919002533,0.9107954338529056,0.09440479874610896,0.0731557160615921,0.0014292001724243164,0.9919182742014527,0.013203688819905508,0.0764152299755715,0.0049642177156844925,0.8129084408283234,0.5813509225845337
7,0.750405202805996,0.8019234143197537,0.9421840757131577,0.889103023121051,7.450580596923828e-09,0.0,0.009078443050384521,0.006635069847106934,0.011628982048002771,0.1220480587856322,0.0075416245887604365,0.9217426558335622,0.39279404282569885
8,0.7477138514320055,0.7596421384563048,0.9266733676195145,0.8779495212766859,0.13033750467002392,0.10953870415687561,0.9778987746685743,0.5379393398761749,0.024773012261537147,0.08742247334648999,0.013360170202912598,0.9838412404060364,0.9666671752929688
9,0.7328891903162003,0.7696558300937926,0.9057712852954865,0.8672780047763478,0.030342936515808105,0.024303719401359558,0.006748497486114502,0.003709077835083008,0.005293639442302711,0.05027453724064178,0.0009542757371170638,0.9397763013839722,0.7285330295562744
10,0.831979296037129,0.8314350006126222,0.956495612859726,0.9067062697189296,0.09800784644626437,0.041921257972717285,0.0027108192443847656,0.0011737942695617676,0.020444935937356717,0.08548884144213381,0.010705794537356574,0.9630051255226135,0.7967994213104248
11,0.802467120545251,0.7937333019716399,0.942992091178894,0.8976884858979695,0.0813126415014267,0.05542999505996704,0.012564420700073242,0.008272051811218262,0.006995950513526083,0.08151509446550692,0.00451728912601389,0.7761992471558707,0.4767177104949951
12,0.8563289574601434,0.856459870528091,0.968898206949234,0.9028534506439069,0.04289728403091431,0.027041256427764893,0.004899442195892334,0.0090407133102417,0.010914596378809375,0.13055204440108223,0.0027008561121376683,0.8936809274283323,0.37237349152565
13,0.7768568675965071,0.815552338026464,0.969488263130188,0.8854800338940646,0.06478152456490893,0.09298422932624817,0.012974977493286133,0.012571394443511963,0.012317871251067784,0.09338419264680245,0.006781742436380423,0.8440484963357449,0.20882359147071838
14,0.8298924155533314,0.8270311312129099,0.9674568325281143,0.8859059747935522,0.10195311903953552,0.03087422251701355,0.01858675479888916,0.008289754390716553,0.011806594810956026,0.09049930301419523,0.005289214896700844,0.8123728539794683,0.22110329568386078
15,0.843911662697792,0.8659462928771973,0.972993865609169,0.8910610335465718,0.10241033201632288,0.04861369729042053,0.907854713499546,0.8909319043159485,0.010063891354643105,0.05785515346671572,0.006151239661976478,0.7480060458183289,0.5573142170906067
16,0.7404270575692257,0.7707057983304064,0.9469189196825027,0.8589920776033843,0.04580210645993554,0.06984619796276093,0.007982134819030762,0.0007796287536621094,0.01338087069588306,0.11754537014451757,0.007342703390112795,0.8743989989161491,0.4310641586780548
17,0.9047399709622065,0.8736377408107121,0.977183073759079,0.8885417848981488,0.11457405307076196,0.06698264181613922,0.5723268389701843,0.199349045753479,0.01592644760402414,0.06455353737652623,0.007482228741914769,0.8944964706897736,0.7482895255088806
18,0.8137035220861435,0.8475863918662071,0.9623912870883942,0.8907873583139236,0.10068338567560364,0.05123722553253174,0.11633360385894775,0.040937185287475586,0.010662654525986142,0.0859525036269218,0.0043740331475449696,0.897223949432373,0.5538267493247986
19,0.8237662571999762,0.8385445901917087,0.9594123065471649,0.876977507235148,0.04094852913509717,0.02131970226764679,0.018550395965576172,0.5095453262329102,0.013470148733932789,0.08043386872830513,0.00475004461300407,0.8756532967090607,0.48278048634529114
