,faithfulness,informativeness_step,informativeness_chain,faithfulness_ww,repetition_word,repetition_step,discourse_representation,coherence_step_vs_step,perplexity_step,perplexity_chain,perplexity_step_max,grammar_step,grammar_step_max
0,0.8426985666155815,0.8324887240305543,0.947076678276062,0.8905720819492597,0.1338492830594381,0.07614476978778839,0.0017287731170654297,0.027802705764770508,0.015730189444772388,0.05736854048667095,0.0033528704736568685,0.7223128378391266,0.35175031423568726
1,0.86943119764328,0.801541365062197,0.8814845681190491,0.9128129522542696,0.2810095250606537,0.21281197667121887,0.0013473033905029297,0.8808495104312897,3.093951072901269e-07,0.023833534615218515,8.594400084198638e-09,0.830135852098465,0.7328813672065735
2,0.779436182230711,0.7724770723531644,0.9302700012922287,0.884641807966345,0.12076340841524524,0.060646459460258484,0.011657893657684326,0.9816321339458227,0.019658378766110277,0.08066701388773824,0.008155183174249578,0.984498918056488,0.9767708778381348
3,0.8969486951828003,0.8364036213606596,0.9608422666788101,0.8922796501098452,0.24422288487354915,0.06713840365409851,0.012628912925720215,0.4907383322715759,0.01759639235421826,0.034312508508654464,0.005745586894346373,0.8545408248901367,0.757233202457428
4,0.8927312791347504,0.8763512124617894,0.9800444543361664,0.9380508124828338,0.1474539811412493,0.1545329913496971,0.49471139907836914,0.985320433974266,0.009200094592286212,0.03389057650922064,0.003771855308204101,0.9387348890304565,0.9132742881774902
5,0.8109149485826492,0.8069380775094033,0.9489641040563583,0.8824183512301672,0.15755085696776705,0.060799017548561096,0.009816229343414307,0.9262437373399734,0.026822259962017495,0.06667868071846281,0.02211816488303877,0.900318463643392,0.727476954460144
6,0.8513417740662893,0.8496628409872453,0.973988875746727,0.8984797486406289,0.10771139006356933,0.0586739182472229,0.18076002597808838,0.10014092922210693,0.0197106696261891,0.08126469431120634,0.0031201428900935538,0.8029482165972391,0.5942796468734741
7,0.7981006602446238,0.7865138056998451,0.9746261984109879,0.8949370361566543,0.1595360140005747,0.10795128345489502,0.23990052938461304,0.012564897537231445,0.03812455903411092,0.07598165455602769,0.010677107651896573,0.961275319258372,0.9125937223434448
8,0.8388921692967415,0.8583950810134411,0.9708166122436523,0.8921766299754381,0.18009787797927856,0.17602141201496124,0.005139052867889404,0.9034914597868919,0.013865997609300133,0.043547248905226994,0.0020058486485072724,0.8016565442085266,0.7037492990493774
9,0.8544134348630905,0.8529352657496929,0.9542533904314041,0.9155423786941466,0.11522404551506038,0.09059956669807434,0.23221904039382935,0.758685976266861,0.012045416454220668,0.04797015980109696,0.0016314317249954211,0.9183842539787292,0.8287744522094727
10,0.8460023403167725,0.7982268193736672,0.9536220580339432,0.9006643875323963,1.0,1.0,0.24751490354537964,0.978554580360651,0.09635553162263966,0.09635553162263966,0.09635553162263966,0.9242013692855835,0.9242013692855835
11,0.7208592928946018,0.7397320490330458,0.9604067653417587,0.8911166332307316,0.3222351272647478,0.25277284323237836,0.21174514293670654,0.8976436257362366,0.023583393917045156,0.048210961575431144,0.0020154659126486478,0.30881813168525696,0.07734787464141846
12,0.9104604572057724,0.8833505492657423,0.9541352987289429,0.9241258839114768,0.0644512158982894,0.029077038168907166,0.09223854541778564,0.006558060646057129,0.0029770564830017593,0.037835209109254565,0.0008769257356146583,0.8570998013019562,0.45929330587387085
13,0.8219975084066391,0.8004105941702921,0.9053437262773514,0.9061842172434835,0.1225300143871989,0.08096399903297424,0.7748333066701889,0.9684081263840199,0.022893737407897376,0.05183223515795214,0.0175118659162359,0.9571222960948944,0.9352248907089233
14,0.830969113111496,0.8024351236099998,0.9595420956611633,0.8750084526468032,0.07752453754929933,0.04511970281600952,0.004087626934051514,0.005246996879577637,0.007726846053820286,0.048126930449268794,0.006034738134752404,0.8844084739685059,0.7788212299346924
15,0.8913895189762115,0.8434175131842494,0.9490575045347214,0.8936338941256206,0.1407933553887738,0.06989391148090363,0.5620944201946259,0.9980212340597063,0.01949136633172489,0.05548099155909547,0.011745619665251785,0.8188564479351044,0.7621043920516968
16,0.8516604006290436,0.8259751871228218,0.957905188202858,0.870016619289943,1.0,1.0,0.9738189857453108,0.9922006232663989,0.034744696534382065,0.034744696534382065,0.034744696534382065,0.7461353540420532,0.7461353540420532
17,0.8222929239273071,0.8324046999216079,0.9581826329231262,0.8889437707662582,0.07848168058054783,0.05397205054759979,0.005940675735473633,0.0030862092971801758,0.00637023751774584,0.03703814746993133,0.0025260434955231576,0.9648410280545553,0.9377416372299194
18,0.870745712518692,0.8615285240113735,0.9504621624946594,0.9189549306135499,0.12740066918459803,0.030882686376571655,0.00517880916595459,0.004111945629119873,0.005778553425965972,0.05745733654387333,0.0007395816080354654,0.943701195716858,0.8090338110923767
19,0.8919382095336914,0.8487680200487375,0.9595023989677429,0.8867751311897701,1.0,1.0,0.9981093457899988,0.986195394769311,0.058272074689354525,0.058272074689354525,0.058272074689354525,0.8704125881195068,0.8704125881195068
20,0.8879167065024376,0.864453515317291,0.9710628837347031,0.9118417106973108,0.06556778720446998,0.04289349913597107,0.0038521289825439453,0.13124775886535645,0.02358669383170009,0.13337093879265757,0.011344404988726742,0.9654155746102333,0.9357265830039978
21,0.7442799508571625,0.7897725600749255,0.9388204514980316,0.8778182978139204,0.23092825897037983,0.20620287209749222,0.004091143608093262,0.9641501754522324,0.042778687536122136,0.055780890699350376,0.00997170580030243,0.9043883383274078,0.8176372051239014
22,0.8440847843885422,0.8420279373725255,0.957286924123764,0.9111796828871923,0.07322486915758675,0.050769418478012085,0.0027986764907836914,0.042209625244140625,0.004451805948565681,0.044853210786050104,0.001456135791105351,0.908707794215944,0.40579888224601746
23,0.8743578195571899,0.8495785660213895,0.952797919511795,0.9176207690737969,0.2034212478569576,0.1991286352276802,0.03404945135116577,0.9967867902014405,0.009124047447434669,0.016037716922728085,0.002610537155401027,0.6706162989139557,0.395244300365448
24,0.9284565448760986,0.8686176473274827,0.9726552069187164,0.8800730007300333,1.0,1.0,0.6224077343940735,0.965348094701767,0.049181849571862744,0.049181849571862744,0.049181849571862744,0.9658465385437012,0.9658465385437012
25,0.8531100993806665,0.8592130902138624,0.9676457196474075,0.8980124240829831,0.04663018941879271,0.023702651262283325,0.00591510534286499,0.004898726940155029,0.005222388418786498,0.15437456429067656,0.0007168147690687871,0.9160848585042086,0.6130461096763611
26,0.9308866262435913,0.8594986759126186,0.9595028907060623,0.8673423874773956,1.0,1.0,0.01948326826095581,0.9893114119768143,0.07957377428272851,0.07957377428272851,0.07957377428272851,0.9474419355392456,0.9474419355392456
27,0.8155673779547215,0.7948248510194176,0.9548662155866623,0.8877752211689949,0.05097257097562158,0.07339459657669067,0.001147150993347168,0.03165590763092041,0.0005137148267770633,0.017098481163628106,4.280155522176407e-05,0.6600883230566978,0.13998934626579285
28,0.8724215626716614,0.8030521712050989,0.9257121831178665,0.8870169481942732,1.0,1.0,0.18863797187805176,0.9933249978348613,0.08965264785740833,0.08965264785740833,0.08965264785740833,0.96994948387146,0.96994948387146
29,0.7338939905166626,0.6566550762259534,0.791477844119072,0.8281896504159274,1.0,1.0,0.989153228700161,0.9994184576789849,0.03278055955589284,0.03278055955589284,0.03278055955589284,0.9926712512969971,0.9926712512969971
30,0.8021401911973953,0.8220518808811903,0.9475693553686142,0.9085922600395644,0.11529435430254253,0.10022857785224915,0.005362570285797119,0.6227574944496155,0.014837710384471101,0.09422011529510516,0.001388425929216605,0.7427629828453064,0.49275827407836914
31,0.9392331540584564,0.8841381078585983,0.9642156511545181,0.902408870565756,1.0,1.0,0.11163884401321411,0.9616982862353325,0.041056396704146764,0.041056396704146764,0.041056396704146764,0.8504343032836914,0.8504343032836914
32,0.8523906171321869,0.8542787283658981,0.9701530933380127,0.8853496316105428,0.15682136019070947,0.11506882309913635,0.009919703006744385,0.01569044589996338,0.02331658650056756,0.0924943383467593,0.0033107063935654945,0.8931147853533427,0.8034654259681702
33,0.7122022397816181,0.7578287712213667,0.9290603846311569,0.8822723550623969,0.25563233345746994,0.24192522186785936,0.9611332453787327,0.996862143278122,0.011563879013001002,0.04442181332298669,0.0018040323887948038,0.9595836699008942,0.9573180675506592
34,0.8954710563023885,0.8680155812984421,0.950006753206253,0.9049514572362642,0.10987243754789233,0.04219137132167816,0.015352964401245117,0.018872559070587158,0.009413084663820515,0.03907310985858451,0.007581061779895596,0.8558973670005798,0.6867194771766663
35,0.7547930648757352,0.8083344298518367,0.9693371057510376,0.8970749405257049,0.014688089489936829,0.039054423570632935,0.0017547607421875,0.000718533992767334,0.0006356525015607187,0.11225026911128794,3.97976607273604e-05,0.8676481495300928,0.24386027455329895
36,0.8622745685279369,0.8836211493859689,0.9555626958608627,0.8996927508565246,0.04040577391098288,0.04421864449977875,0.0013712644577026367,0.005903482437133789,0.008262126006317443,0.07656382112637752,0.0014760898105070448,0.8124527558684349,0.5053793787956238
37,0.8306324481964111,0.7949738064780831,0.9290114790201187,0.8959072017104337,1.0,1.0,0.022384941577911377,0.9972187473904341,0.017103235134840872,0.017103235134840872,0.017103235134840872,0.9842446446418762,0.9842446446418762
38,0.6319487392902374,0.602306088348004,0.7941310070455074,0.8383160467519595,1.0,1.0,0.9946158132515848,0.9993968351045623,0.010035974520408972,0.010035974520408972,0.010035974520408972,0.9938554167747498,0.9938554167747498
39,0.8320276021957398,0.8615240544080734,0.9702078849077225,0.9105483712274817,0.0722148958593607,0.07361681759357452,0.005878865718841553,0.04397159814834595,0.009220930112258444,0.08210085233155334,0.0038206192652560107,0.9103928923606872,0.6883989572525024
40,0.8944472869237264,0.8586355461960747,0.9585125148296356,0.9111716889396861,0.12340637075680272,0.08553718030452728,0.13079577684402466,0.8015444725751877,0.01549187756810469,0.06137435882748362,0.001487359089537029,0.7015005052089691,0.38123682141304016
41,0.8002128005027771,0.7913655720651149,0.9355508089065552,0.9269734666461036,0.07975973973148742,0.11245331168174744,0.000499725341796875,0.972485164180398,0.02421761176288407,0.11005233333643484,0.004433856013989892,0.876223067442576,0.829626202583313
42,0.8000852912664413,0.78158929074804,0.9544984251260757,0.8800267889981962,0.16985263489186764,0.1601368561387062,0.030375659465789795,0.004867494106292725,0.03023722682378944,0.09161886102596842,0.0025661385695471676,0.6134830266237259,0.25347790122032166
43,0.8635269105434418,0.8663763127156666,0.9668722152709961,0.9065958140977745,0.07334830198023057,0.024809300899505615,0.0025326013565063477,0.00023823976516723633,0.0054226288603239844,0.093454976124818,0.000412235901951776,0.9475478529930115,0.8857683539390564
44,0.8700904746850332,0.8606633328729205,0.9535996317863464,0.9226576355012024,0.0881187915802002,0.06850831210613251,0.0013695955276489258,0.03328150510787964,0.01581310418122179,0.07212357832085516,0.004719637365804078,0.9192490776379904,0.5705469250679016
45,0.8585917353630066,0.828101399753775,0.9628293067216873,0.9255957949104853,1.0,1.0,0.6170465350151062,0.9800353106111288,0.04811296818570647,0.04811296818570647,0.04811296818570647,0.9299565553665161,0.9299565553665161
46,0.7665194272994995,0.7413094993680716,0.8990191072225571,0.8538727401664444,0.209800124168396,0.20388340577483177,0.0009481310844421387,0.9484278298914433,0.07876301391054795,0.11476621844716384,0.00806051832491446,0.94991135597229,0.9088120460510254
47,0.8427340814045498,0.8522407290126597,0.9784563630819321,0.8913518512621522,0.033643545707066846,0.019244462251663208,0.00800997018814087,0.0023688077926635742,0.006663025952687578,0.0524700688959963,0.0016334976509290754,0.9365918295724052,0.8421655297279358
48,0.9204176366329193,0.882464482386907,0.9652397185564041,0.9220797599748124,0.0350944846868515,0.07681745290756226,0.0011316537857055664,0.00895160436630249,0.0007592878670600057,0.0376539963014251,2.39833163243941e-05,0.8387628942728043,0.750322699546814
49,0.9220317006111145,0.8679248541593552,0.9521954953670502,0.8946419591895277,1.0,1.0,0.7661016285419464,0.996227118652314,0.048025947480091154,0.048025947480091154,0.048025947480091154,0.9704757332801819,0.9704757332801819
50,0.7109129726886749,0.7184071975449722,0.843237392604351,0.8764512195036962,0.20747839659452438,0.21831971779465675,0.24023276567459106,0.9968621421139687,0.0016455626557005474,0.008023165076714883,0.0015669109297549748,0.9717832207679749,0.9618495106697083
51,0.793475498755773,0.7895163303862016,0.9466050863265991,0.8879667994976044,0.1296519679682595,0.1489931419491768,0.0020588040351867676,0.97843780182302,0.015920102526600446,0.08860966281947916,0.001235708578816847,0.7674783766269684,0.44555845856666565
52,0.8851427286863327,0.857706968486309,0.9763482958078384,0.9147884858415481,0.1793435087491726,0.1671910062432289,0.9899567933753133,0.9969131194520742,0.019812958704711423,0.042658697952760484,0.016112836621103105,0.8284197747707367,0.6685587167739868
53,0.9103907644748688,0.8512920430964894,0.9446229636669159,0.9035633093827637,1.0,1.0,0.0031492114067077637,0.9954735320061445,0.011511240504034705,0.011511240504034705,0.011511240504034705,0.9522488713264465,0.9522488713264465
54,0.8802627325057983,0.8110868564496438,0.9476471245288849,0.9059114525409901,1.0,1.0,0.44766271114349365,0.9940057839266956,0.02765978551137966,0.02765978551137966,0.02765978551137966,0.9486975073814392,0.9486975073814392
55,0.8716297924518586,0.8832072705030442,0.962078720331192,0.906454288249924,0.10795636177062984,0.056608960032463074,0.4551447629928589,0.7228593826293945,0.012132520442678353,0.09357923291374182,0.0024133910852593564,0.9102112650871277,0.698736310005188
