,faithfulness,informativeness_step,informativeness_chain,faithfulness_ww,repetition_word,repetition_step,discourse_representation,coherence_step_vs_step,perplexity_step,perplexity_chain,perplexity_step_max,grammar_step,grammar_step_max
0,0.8201283433220603,0.8428486932407726,0.9229763895273209,0.8761353628140062,0.05740547180175781,0.013000965118408203,0.2841147780418396,0.010461926460266113,0.02244127434680482,0.15784150712091588,0.006444854804530468,0.9650021520527926,0.6829027533531189
1,0.7619303241372108,0.7523081435688904,0.9364042580127716,0.907123881163976,0.11483910544352094,0.09988811612129211,0.0035242438316345215,0.8749433159828186,0.014909004616689765,0.0928871066692596,0.011102858800090305,0.822955717643102,0.5091004967689514
2,0.8358134073870522,0.8239803953894547,0.9507978409528732,0.8871070298201897,0.1202854601775899,0.06342266499996185,0.37274694442749023,0.8921822383999825,0.019298764594151748,0.09067247058124764,0.006554620687312902,0.9687989013535636,0.8400291204452515
3,0.8367321491241455,0.8509478092193603,0.9491747319698334,0.8989309855508354,0.10249607903616764,0.07530032098293304,0.1554132103919983,0.9111356809735298,0.015443863381326157,0.08214535692927839,0.008801203864516981,0.8911664009094238,0.7034248113632202
4,0.8494015363129702,0.8448559556043509,0.9746289551258087,0.9050294273803311,0.06742451339960098,0.03915654122829437,0.0418170690536499,0.035658419132232666,0.011468805614291958,0.12901983886002535,0.003297865218759221,0.9381237192587419,0.411937952041626
5,0.7758395514554448,0.7956586978915665,0.966266080737114,0.8814086559379172,0.02797752618789673,0.04673197865486145,0.784218892455101,0.016000807285308838,0.008827453923831519,0.11382454061743426,0.00472536836113132,0.5984197399682469,0.06320849806070328
6,0.7398644879460334,0.8169504373201302,0.9625887721776962,0.9161742648049709,0.021079108119010925,0.024303719401359558,0.000395357608795166,0.0018170475959777832,0.006825787137049478,0.08888140229857602,0.0006747885190362876,0.8591766864061355,0.4860377013683319
7,0.7718022223562002,0.7913905737921596,0.9542064964771271,0.8818280731141567,0.01721042836153952,0.08917766809463501,0.9772085193544626,0.95148616284132,0.017334179349969715,0.15237303416387615,0.012824888421473191,0.9358120411634445,0.8293201327323914
8,0.7774205836984847,0.8289018140898811,0.951281949877739,0.9020782738218646,0.048813243707021114,0.05799219012260437,0.36045950651168823,0.0659494400024414,0.014624672007380707,0.09545220033795279,0.005290564389223863,0.7287086877557967,0.33124616742134094
9,0.7821308106184006,0.8039287897092955,0.9586566090583801,0.9022900682428608,0.057668376713991165,0.06153622269630432,0.0013797283172607422,0.004787802696228027,0.013196444828059475,0.13734782921936686,0.003548057395912412,0.8024066492915154,0.1246856302022934
10,0.809909259279569,0.8084704185525576,0.9285755008459091,0.9226807263493538,0.14631539476769306,0.14113452285528183,0.11358809471130371,0.8632518500089645,0.004796496506759414,0.016916450517310607,0.0030462056008875686,0.9232977032661438,0.8792532682418823
