,faithfulness,informativeness_step,informativeness_chain,faithfulness_ww,repetition_word,repetition_step,reasoning_alignment,external_hallucination,redundancy,common_sense_error,missing_step,semantic_coverage_step,semantic_coverage_chain,discourse_representation,coherence_step_vs_step,perplexity_step,perplexity_chain,perplexity_step_max,grammar_step,grammar_step_max
0,0.8373836576938629,0.8141400963068008,0.9432821571826935,0.8234418611490424,1.0,1.0,0.5957368388772011,0.9342602034090939,0.5957368388772011,0.7526794859903154,0.48512113373726606,0.7291553566510988,0.7669330704957247,0.9976952380966395,0.9849757514894009,0.059519264825860695,0.059519264825860695,0.059519264825860695,0.9811060428619385,0.9811060428619385
1,0.9042592644691467,0.8776144906878471,0.9678963273763657,0.8587600382850649,1.0,1.0,0.64249287545681,0.9657720049387146,0.64249287545681,0.7765202061032626,0.5167345926165581,0.6607050281350634,0.7939634583890438,0.9861944830045104,0.983194001019001,0.04727080151316981,0.04727080151316981,0.04727080151316981,0.9688940048217773,0.9688940048217773
2,0.7835277915000916,0.7681353744119406,0.9553406089544296,0.8160749564279075,1.0,1.0,0.5929394215345383,0.9118826975863312,0.5929394215345383,0.7665462798844848,0.49549202900379896,0.8094161570824068,0.7688663527369499,0.9963750934693962,0.9859742075204849,0.1063073359487324,0.1063073359487324,0.1063073359487324,0.9907631278038025,0.9907631278038025
3,0.8426377177238464,0.8375804126262665,0.9590322971343994,0.8390008623970733,1.0,1.0,0.6220062375068665,0.9405180388479302,0.6220062375068665,0.7784010638700454,0.5178626328706741,0.7260632050985639,0.7837304212152958,0.9991837840061635,0.9921395815908909,0.18234979612562977,0.18234979612562977,0.18234979612562977,0.9763855934143066,0.9763855934143066
4,0.9012539088726044,0.8627234697341919,0.9696773588657379,0.8469077499736661,1.0,1.0,0.5996014028787613,0.9604622036413848,0.5996014028787613,0.7697417457422916,0.5108570316806436,0.6719410886383943,0.771223297342658,0.8134317994117737,0.9753948356956244,0.24943308737336312,0.24943308737336312,0.24943308737336312,0.9933310151100159,0.9933310151100159
5,0.8155013918876648,0.7629110012203455,0.9202183932065964,0.8109857917974576,1.0,1.0,0.6519061625003815,0.935777171488839,0.6519061625003815,0.7749860139073549,0.502427679952234,0.7670634371514904,0.7886019311845303,0.990413898602128,0.970292130485177,0.28275990623444247,0.28275990623444247,0.28275990623444247,0.9715110063552856,0.9715110063552856
6,0.9259740114212036,0.9076131582260132,0.9620120078325272,0.8216600534183088,1.0,1.0,0.59811682254076,0.9702502004953919,0.59811682254076,0.7762102266921426,0.513262277469039,0.6590515583896867,0.7743559330701828,0.9979759301058948,0.9798337314277887,0.13710303999343965,0.13710303999343965,0.13710303999343965,0.9935551285743713,0.9935551285743713
7,0.791633665561676,0.7751753255724907,0.936706155538559,0.8222023883383381,1.0,1.0,0.5807967633008957,0.9126521581843265,0.5807967633008957,0.7577466311372582,0.47473879531025887,0.7734518065475501,0.7974493578076363,0.9972024916205555,0.9904092596843839,0.1977955128359276,0.1977955128359276,0.1977955128359276,0.8783127665519714,0.8783127665519714
8,0.8581857085227966,0.824391596019268,0.9577449411153793,0.8425756190781386,1.0,1.0,0.6214689463376999,0.9463188868227617,0.6214689463376999,0.7761817886530911,0.520279286429286,0.7094633645228757,0.7881239540874958,0.9898256044834852,0.9788756389170885,0.14537661238117602,0.14537661238117602,0.14537661238117602,0.907201886177063,0.907201886177063
9,0.9175384044647217,0.8916507015625637,0.9640497118234634,0.8537609930619627,1.0,1.0,0.5733009204268456,0.964813713084963,0.5733009204268456,0.7479263456368586,0.47454486042261124,0.6400647905449999,0.7662826292216778,0.999139478255529,0.9893110888078809,0.16045777886687343,0.16045777886687343,0.16045777886687343,0.9921739101409912,0.9921739101409912
10,0.9139373898506165,0.892774264017741,0.9605741798877716,0.8496489713309071,1.0,1.0,0.63934725522995,0.9689612834275501,0.63934725522995,0.7821000273706067,0.5125274695456028,0.670327083657543,0.806423082947731,0.9992247809423134,0.9944395683705807,0.08657836327504605,0.08657836327504605,0.08657836327504605,0.8687964677810669,0.8687964677810669
11,0.8762288391590118,0.8039281542102497,0.9571581333875656,0.8441758890420136,1.0,1.0,0.6190814152359962,0.9528532645778529,0.6190814152359962,0.7667772735532012,0.4919054629281163,0.703807800512288,0.7808513194322586,0.999089736607857,0.9905302636325359,0.22083870401667885,0.22083870401667885,0.22083870401667885,0.9932103753089905,0.9932103753089905
12,0.8133381903171539,0.8024989366531372,0.9671220481395721,0.8353066071885683,1.0,1.0,0.5852863937616348,0.9225888077594475,0.5852863937616348,0.7671936478409203,0.5004912856966257,0.7551225749893656,0.7759398613125086,0.9696331955492496,0.9909849986433983,0.1628044559926006,0.1628044559926006,0.1628044559926006,0.984176516532898,0.984176516532898
