,faithfulness,informativeness_step,informativeness_chain,faithfulness_ww,repetition_word,repetition_step,reasoning_alignment,external_hallucination,redundancy,common_sense_error,missing_step,semantic_coverage_step,semantic_coverage_chain,discourse_representation,coherence_step_vs_step,perplexity_step,perplexity_chain,perplexity_step_max,grammar_step,grammar_step_max
0,0.8390897810459137,0.8197703324258327,0.9486377835273743,0.8668507815548517,1.0,1.0,0.6571442484855652,0.9448310059541445,0.6571442484855652,0.7735699175689805,0.5283875465393066,0.727449222621838,0.7647602092474699,0.9985263529233634,0.9935015528462827,0.011572793320048071,0.011572793320048071,0.011572793320048071,0.981290876865387,0.981290876865387
1,0.9285459816455841,0.8911635205149651,0.9753051102161407,0.8995181782288127,1.0,1.0,0.6464879363775253,0.9747401425174123,0.6464879363775253,0.7784524761084457,0.5267189405858517,0.6364183091292424,0.7923086658120155,0.9978411542251706,0.9953753082081676,0.0346546362154086,0.0346546362154086,0.0346546362154086,0.9829317331314087,0.9829317331314087
2,0.8485366404056549,0.804557079449296,0.9531364887952805,0.8426349175183244,1.0,1.0,0.589100256562233,0.9377637444024614,0.589100256562233,0.76810750061254,0.49886592384427786,0.7444073067869797,0.7599534131586552,0.9946018103510141,0.9767420254647732,0.07892823319369147,0.07892823319369145,0.07892823319369145,0.9896103143692017,0.9896103143692017
3,0.8959410488605499,0.8848900745312374,0.9590556174516678,0.8741490016367313,1.0,1.0,0.5962833315134048,0.9579896669197718,0.5962833315134048,0.776152555847847,0.5150619642809033,0.6727598717363624,0.7814042009413242,0.9974116666708142,0.9983657584525645,0.043247927764937265,0.043247927764937265,0.043247927764937265,0.9837762713432312,0.9837762713432312
4,0.9370139837265015,0.8988027811050415,0.976488783955574,0.885860504612265,1.0,1.0,0.6084885150194168,0.9753402512357514,0.6084885150194168,0.772853751700585,0.5081869596615434,0.6361810198003376,0.7595848813652992,0.9956433046609163,0.9821633081883192,0.05495578741964956,0.05495578741964956,0.05495578741964956,0.9882384538650513,0.9882384538650513
5,0.8542195558547974,0.8104386944323778,0.956346333026886,0.8379664123893561,1.0,1.0,0.6441250890493393,0.9481203974214782,0.6441250890493393,0.780056490349045,0.5083885127678514,0.7283452733106388,0.7850652746856213,0.981645567342639,0.9847198165953159,0.18881725859311618,0.18881725859311618,0.18881725859311618,0.9873862862586975,0.9873862862586975
6,0.8846635818481445,0.8702950030565262,0.9511733055114746,0.8240723040942476,1.0,1.0,0.6252800971269608,0.9567811485924125,0.6252800971269608,0.7743182653492915,0.509147304110229,0.7003619879627457,0.7962291352450848,0.9972938445862383,0.9961459832265973,0.02338175982829785,0.02338175982829785,0.02338175982829785,0.9781198501586914,0.9781198501586914
7,0.86324343085289,0.8463080041110516,0.9642519056797028,0.8745945514126159,1.0,1.0,0.5964764356613159,0.9448155017710285,0.5964764356613159,0.7645413913979344,0.49668889632448554,0.7018420412563361,0.7740221098065376,0.9943922264501452,0.9553190656006336,0.06250913460311101,0.06250913460311101,0.06250913460311101,0.7357804179191589,0.7357804179191589
8,0.744719535112381,0.7287033163011074,0.8914567828178406,0.8149757211417462,1.0,1.0,0.569114938378334,0.8900034611560907,0.569114938378334,0.7707384714127474,0.50861238501966,0.8229295462843874,0.7381838392466307,0.9995822974888142,0.9985615515615791,0.025136351630813406,0.025136351630813406,0.025136351630813406,0.9923689365386963,0.9923689365386963
9,0.9112154841423035,0.8939797480901082,0.9593393802642822,0.8742749526288346,1.0,1.0,0.5920221209526062,0.9637778815281273,0.5920221209526062,0.7471093527814386,0.472841814160347,0.6463877108674181,0.7626688275486231,0.9994317021337338,0.9842749182134867,0.10884092664699971,0.10884092664699971,0.10884092664699971,0.9792434573173523,0.9792434573173523
10,0.9392474889755249,0.9080940087636311,0.9518301337957382,0.8659064075915771,1.0,1.0,0.6512869149446487,0.978814804455796,0.6512869149446487,0.7824163738684868,0.5132351806387305,0.6450169845326346,0.7963200658559799,0.9987335641635582,0.9869793951511383,0.052576648235826196,0.052576648235826196,0.052576648235826196,0.9787387251853943,0.9787387251853943
11,0.8807934522628784,0.8259359921018283,0.9713248014450073,0.8539339289170697,1.0,1.0,0.6090581342577934,0.9533971698189623,0.6090581342577934,0.762242074738879,0.48839671164751053,0.6992431874084214,0.7710365820676088,0.997744821710512,0.9856723230332136,0.13011604470393764,0.13011604470393764,0.13011604470393764,0.980798065662384,0.980798065662384
12,0.8753712773323059,0.8492932468652725,0.9682396352291107,0.871037756791067,1.0,1.0,0.5764308348298073,0.9472111159834173,0.5764308348298073,0.7637819967788767,0.49317125184461474,0.6930894899547477,0.7632138133049011,0.9963878218550235,0.9787642564624548,0.0636067072643728,0.0636067072643728,0.0636067072643728,0.9603433609008789,0.9603433609008789
13,0.8889767825603485,0.8475537473956745,0.964023545384407,0.8367915839862168,1.0,1.0,0.6784683018922806,0.9643025163672463,0.6784683018922806,0.7678240360262314,0.5156871359795332,0.6853425434956634,0.7854774855077267,0.9964985707774758,0.9789594784379005,0.08273741912050633,0.08273741912050633,0.08273741912050633,0.9386991262435913,0.9386991262435913
14,0.940601110458374,0.9225445315241814,0.9700862914323807,0.8382150814245836,1.0,1.0,0.6231294721364975,0.9776143091439415,0.6231294721364975,0.7455663583644878,0.4756887909024954,0.6029402484874362,0.7650670297443867,0.9966907179914415,0.9823492802679539,0.1367918615195212,0.1367918615195212,0.1367918615195212,0.8993411064147949,0.8993411064147949
15,0.8666722178459167,0.8397549937168758,0.9541381895542145,0.8580983523613949,1.0,1.0,0.5588473528623581,0.9411820959657353,0.5588473528623581,0.7388915281542077,0.4577239826321602,0.6941485019215481,0.7754171025007963,0.9958943529054523,0.9461416304111481,0.033818997496516325,0.033818997496516325,0.033818997496516325,0.9923081398010254,0.9923081398010254
16,0.8590132594108582,0.8010285682976246,0.9077323377132416,0.841602544230297,1.0,1.0,0.5299841426312923,0.9337339962443749,0.5299841426312923,0.7294063222010276,0.43271784484386444,0.694570242955878,0.7454651538282633,0.9977431991137564,0.9918172899633646,0.11687404990484383,0.11687404990484383,0.11687404990484383,0.9948561191558838,0.9948561191558838
17,0.9080462455749512,0.893579438328743,0.953761875629425,0.829748783539804,1.0,1.0,0.5824757069349289,0.9616070736890023,0.5824757069349289,0.7468618014078918,0.48992778919637203,0.632760079261514,0.7673666458576918,0.998165027005598,0.9835711177438498,0.05941358278507838,0.05941358278507838,0.05941358278507838,0.9794817566871643,0.9794817566871643
18,0.8313601016998291,0.8173928782343864,0.938075602054596,0.8072939402791421,1.0,1.0,0.6591196209192276,0.9425139675392948,0.6591196209192276,0.7697839664156558,0.5227672569453716,0.7259373298752331,0.7840950042009354,0.988920034840703,0.9592624679207802,0.07769426446724272,0.07769426446724272,0.07769426446724272,0.9262199401855469,0.9262199401855469
19,0.8774368762969971,0.8661915411551793,0.9702502340078354,0.872718061977639,1.0,1.0,0.6391742378473282,0.9557760674780518,0.6391742378473282,0.7541720161262886,0.4942434183321893,0.6583271226131315,0.7666251305490732,0.9958002767525613,0.9482733607292175,0.08225983248424173,0.08225983248424173,0.08225983248424173,0.9492802023887634,0.9492802023887634
20,0.8595392405986786,0.8238030423720677,0.9634769260883331,0.8503872781552331,1.0,1.0,0.5834987089037895,0.9414979123609954,0.5834987089037895,0.7709482342963253,0.48045030422508717,0.7118433111910384,0.7586983125656843,0.9848023811355233,0.9835533779114485,0.15946058857955922,0.1594605885795592,0.1594605885795592,0.9497228264808655,0.9497228264808655
21,0.8970820903778076,0.8760045245289803,0.9567335695028305,0.8532820190554739,1.0,1.0,0.6302335262298584,0.9619444074712078,0.6302335262298584,0.751865015651368,0.4718077462166548,0.6641903190248752,0.7764014936983585,0.9500593841075897,0.9931946694850922,0.03967812798801439,0.03967812798801439,0.03967812798801439,0.969728946685791,0.969728946685791
22,0.8605891764163971,0.8326379271845024,0.9581685364246368,0.8688759609643617,1.0,1.0,0.7021114677190781,0.958471114378606,0.7021114677190781,0.7950571612618944,0.5429348573088646,0.7311634695131893,0.7901196479797363,0.9766805805265903,0.9720698073506355,0.07232478906776942,0.07232478906776942,0.07232478906776942,0.9916844367980957,0.9916844367980957
23,0.9240947663784027,0.9186813235282898,0.9658382833003998,0.8984835967834053,1.0,1.0,0.6272056549787521,0.9717029581483518,0.6272056549787521,0.74336560124782,0.4812917113304138,0.6162642309450191,0.7896804064512253,0.9972571800462902,0.985502827912569,0.026489528791874748,0.026489528791874748,0.026489528791874748,0.8869733214378357,0.8869733214378357
24,0.8011681139469147,0.7884591122468312,0.946571484208107,0.8350857498694847,1.0,1.0,0.6090832427144051,0.922273283859149,0.6090832427144051,0.7668252982747249,0.48931922391057014,0.7528094706141343,0.7719503361731768,0.24362319707870483,0.987427769228816,0.0503097055989948,0.0503097055989948,0.0503097055989948,0.9828178882598877,0.9828178882598877
25,0.8991052210330963,0.882032722234726,0.9605674892663956,0.8690601324037147,1.0,1.0,0.6331046223640442,0.9629821719694416,0.6331046223640442,0.7944006718581735,0.530684107914567,0.6997193731367588,0.7613713359460235,0.9845358338207006,0.8515023291110992,0.03503462239415388,0.03503462239415388,0.03503462239415388,0.9741694331169128,0.9741694331169128
26,0.891846090555191,0.864413395524025,0.9630526900291443,0.8758327845964835,1.0,1.0,0.6469597220420837,0.9618173137473693,0.6469597220420837,0.8019181768301447,0.5437182858586311,0.7140475149217405,0.7741983942687511,0.9990845961146988,0.9909937847405672,0.08342274652781521,0.08342274652781521,0.08342274652781521,0.9929378628730774,0.9929378628730774
27,0.9169147312641144,0.8925646940867107,0.9706185609102249,0.8847368250267154,1.0,1.0,0.6283752620220184,0.9691234587761963,0.6283752620220184,0.7480999780829565,0.4926584027707577,0.6348220195379938,0.7533188546076417,0.9986918945796788,0.9903556723147631,0.07412889103257363,0.07412889103257363,0.07412889103257363,0.9831783175468445,0.9831783175468445
28,0.9139381647109985,0.8913060389459133,0.9757276922464371,0.9002165501790322,1.0,1.0,0.6247886195778847,0.967708619979553,0.6247886195778847,0.7593832118802804,0.4978592633269727,0.6423784976191435,0.7555231223814189,0.994460660032928,0.9974364642985165,0.02063710547080233,0.02063710547080233,0.02063710547080233,0.9800287485122681,0.9800287485122681
29,0.9199851155281067,0.8780794342358906,0.9603946059942245,0.8562015138017853,1.0,1.0,0.619637556374073,0.9695653430158244,0.619637556374073,0.7732872154698509,0.5084455171599984,0.6530409168963339,0.7587739378213882,0.01748359203338623,0.9793680049479008,0.06223520217783047,0.06223520217783047,0.06223520217783047,0.9802385568618774,0.9802385568618774
30,0.8844934701919556,0.8810149878263474,0.9704440534114838,0.8387250916259001,1.0,1.0,0.6596356481313705,0.9606856948452904,0.6596356481313705,0.7563976388554481,0.479902233928442,0.6752730011420798,0.7912085726857185,0.9753959607332945,0.9765481166541576,0.07277130460814368,0.07277130460814368,0.07277130460814368,0.9555884003639221,0.9555884003639221
31,0.8023594915866852,0.7689077034592628,0.9492857903242111,0.8124370123053526,1.0,1.0,0.6063244491815567,0.9221937639863511,0.6063244491815567,0.784166941002154,0.5026718827430159,0.8025152669905762,0.7593322433531284,0.9978633122518659,0.9868666343390942,0.05124444720420634,0.05124444720420634,0.05124444720420634,0.8990841507911682,0.8990841507911682
32,0.87326779961586,0.8621377696593602,0.9449091851711273,0.8636010466942327,1.0,1.0,0.6678592264652252,0.9579070689326477,0.6678592264652252,0.7670209741437288,0.5167746767401695,0.6863548798615685,0.7988292798399925,0.9967085756361485,0.9950707713142037,0.07042625237455861,0.07042625237455861,0.07042625237455861,0.9886411428451538,0.9886411428451538
