,faithfulness,informativeness_step,informativeness_chain,faithfulness_ww,repetition_word,repetition_step,reasoning_alignment,external_hallucination,redundancy,common_sense_error,missing_step,semantic_coverage_step,semantic_coverage_chain,discourse_representation,coherence_step_vs_step,perplexity_step,perplexity_chain,perplexity_step_max,grammar_step,grammar_step_max
0,0.8978675305843353,0.8606880232691765,0.9706271588802338,0.8666754791579913,1.0,1.0,0.6353538632392883,0.9627577895897463,0.6353538632392883,0.7602807438822099,0.5009456481784582,0.6686714837606264,0.7643958432599902,0.9996492789650802,0.9914094628766179,0.06079719244214996,0.06079719244214996,0.06079719244214996,0.9875494241714478,0.9875494241714478
1,0.8831022381782532,0.861064963042736,0.9672247171401978,0.8314586487135242,1.0,1.0,0.6628657281398773,0.9605897581861473,0.6628657281398773,0.7760496033688736,0.5158660002052784,0.6818620544259569,0.7885580994188786,0.9971444006077945,0.9947086465544999,0.07152711837631558,0.07152711837631558,0.07152711837631558,0.9905911087989807,0.9905911087989807
2,0.8106527924537659,0.791256956756115,0.9610429257154465,0.8356923450456267,1.0,1.0,0.6110682785511017,0.9263568646175013,0.6110682785511017,0.7675143369159027,0.4975840603001416,0.7822911561287325,0.7556250747293234,0.9966910963412374,0.974485507234931,0.0971829196297727,0.0971829196297727,0.0971829196297727,0.9880053400993347,0.9880053400993347
3,0.8959831595420837,0.8901164184014003,0.954137310385704,0.8775930388660829,1.0,1.0,0.6134193912148476,0.9597891064918707,0.6134193912148476,0.7730662457729081,0.5168159678578377,0.6727177632803266,0.779949888586998,0.9986533903283998,0.995066387578845,0.06844331846818003,0.06844331846818003,0.06844331846818003,0.9899156093597412,0.9899156093597412
4,0.9298188090324402,0.8898195743560791,0.9779281318187714,0.8712538940608076,1.0,1.0,0.5976807028055191,0.9717647525736597,0.5976807028055191,0.7710955310069167,0.5070154145359993,0.6433761884785585,0.7540725832805037,0.999424459238071,0.9840535465627909,0.11101233937536076,0.11101233937536076,0.11101233937536076,0.9897572994232178,0.9897572994232178
5,0.8641877174377441,0.8233615010976791,0.9589499533176422,0.8487397764272391,1.0,1.0,0.6589235365390778,0.9536776269691103,0.6589235365390778,0.7808053329810567,0.5152959115803242,0.718377111601411,0.7766168769448996,0.9988149739801884,0.9918220797553658,0.10332378416210047,0.10332378416210047,0.10332378416210047,0.9850148558616638,0.9850148558616638
6,0.8988192677497864,0.8890581528345745,0.9637401551008224,0.8096073346231143,1.0,1.0,0.6225287020206451,0.9618071776670103,0.6225287020206451,0.7760336084241234,0.5128781367093325,0.6862063020611039,0.7906295470893383,0.9946676823310554,0.9970950579736382,0.0876045608127356,0.0876045608127356,0.0876045608127356,0.9891148805618286,0.9891148805618286
7,0.8361104130744934,0.8185670338571072,0.9478828758001328,0.8705844048086082,1.0,1.0,0.5880478322505951,0.932485329394483,0.5880478322505951,0.7684105851371222,0.5038129650056362,0.7289750590347327,0.7803420759737492,0.9978010060731322,0.989269632846117,0.09533657090405448,0.09533657090405448,0.09533657090405448,0.9814767241477966,0.9814767241477966
8,0.8756001591682434,0.8521820493042469,0.9728603810071945,0.8666489243330974,1.0,1.0,0.6146798506379128,0.9520662347500877,0.6146798506379128,0.7690079850322378,0.5049033160321414,0.692048913877429,0.7694819960743189,0.9980695288395509,0.9640446417033672,0.08176665606836686,0.08176665606836686,0.08176665606836686,0.9584699869155884,0.9584699869155884
9,0.922774463891983,0.9020710587501526,0.9706818610429764,0.8787975209024395,1.0,1.0,0.5967473387718201,0.9688585970496693,0.5967473387718201,0.7440348791973285,0.46643298119306564,0.6348287311177385,0.7579740434885025,0.9995398412866052,0.961384192109108,0.09063715364639492,0.09063715364639492,0.09063715364639492,0.9884949326515198,0.9884949326515198
10,0.9131144881248474,0.8924323221047719,0.9621760845184326,0.8217672947007623,1.0,1.0,0.6518032848834991,0.9697467501738561,0.6518032848834991,0.7861316350389904,0.5215467363595963,0.671149985383312,0.8063680529594421,0.9898109007626772,0.9862543623894453,0.06736103260227612,0.06736103260227612,0.06736103260227612,0.9866712689399719,0.9866712689399719
11,0.9108063578605652,0.843359465400378,0.9793814718723297,0.8635794475664651,1.0,1.0,0.6425948739051819,0.9681217350842992,0.6425948739051819,0.770134464404504,0.5075203096494079,0.6692302818107346,0.7796767726540565,0.9989276360720396,0.9850662210956216,0.23674846366482993,0.23674846366482993,0.23674846366482993,0.9866300821304321,0.9866300821304321
12,0.8711978793144226,0.8420076400041581,0.9772236347198486,0.8745784353958667,1.0,1.0,0.5962566509842873,0.947997000434079,0.5962566509842873,0.7725897544535592,0.5120691582560539,0.697262885992097,0.7711393516510725,0.9951637643389404,0.9741002023220062,0.06666617060979074,0.06666617060979074,0.06666617060979074,0.9816905856132507,0.9816905856132507
13,0.8662908971309662,0.8306285416086514,0.9618430882692337,0.8506823284434346,1.0,1.0,0.6758196502923965,0.9566541362728267,0.6758196502923965,0.7679203760162274,0.5158880986273289,0.7080284288073164,0.7820191867649555,0.7261869311332703,0.9826688915491104,0.09003792150806365,0.09003792150806365,0.09003792150806365,0.970103919506073,0.970103919506073
14,0.8969905972480774,0.8769710436463356,0.965828150510788,0.842638258254438,1.0,1.0,0.642257884144783,0.963149198306545,0.642257884144783,0.75586036120392,0.49690163461491466,0.6465507616977328,0.779744777828455,0.9991040043532848,0.9956416729837656,0.18663493524750502,0.18663493524750502,0.18663493524750502,0.9519723653793335,0.9519723653793335
15,0.8608356416225433,0.8417634864648182,0.9672429859638214,0.8513256390856505,1.0,1.0,0.5831932723522186,0.9419953591794892,0.5831932723522186,0.7581230568004451,0.48655886854976416,0.6999850781449215,0.7726734708994627,0.9974499652162194,0.9941312614828348,0.11683485050253661,0.11683485050253661,0.11683485050253661,0.9913849830627441,0.9913849830627441
16,0.8763259649276733,0.8392737843096256,0.9540979564189911,0.8679176067037785,1.0,1.0,0.5824336037039757,0.9483578788594604,0.5824336037039757,0.7460747159981184,0.4676620550453663,0.6772575364139215,0.7498672204237664,0.9974776327144355,0.9913643831387162,0.11483803984519658,0.11483803984519658,0.11483803984519658,0.9812014102935791,0.9812014102935791
17,0.9147669076919556,0.8964167162775993,0.9539269506931305,0.8625630161060174,1.0,1.0,0.5648454651236534,0.9629104333606202,0.5648454651236534,0.7426508189942171,0.48144268058240414,0.6260394171445096,0.7621685890480876,0.9982053828425705,0.9784788843244314,0.16151302816295834,0.16151302816295834,0.16151302816295834,0.9924894571304321,0.9924894571304321
