,faithfulness,informativeness_step,informativeness_chain,faithfulness_ww,repetition_word,repetition_step,reasoning_alignment,external_hallucination,redundancy,common_sense_error,missing_step,semantic_coverage_step,semantic_coverage_chain,discourse_representation,coherence_step_vs_step,perplexity_step,perplexity_chain,perplexity_step_max,grammar_step,grammar_step_max
0,0.8972698450088501,0.8619137108325958,0.97552290558815,0.8866632186586446,1.0,1.0,0.6580453366041183,0.9648709444293946,0.6580453366041183,0.7649877494302721,0.5107448259368539,0.6692691693361116,0.7692457530647516,0.9991749594919384,0.9779463186860085,0.041894189498210846,0.041894189498210846,0.041894189498210846,0.9643478393554688,0.9643478393554688
1,0.9165490567684174,0.8831062763929367,0.9761237502098083,0.8768383611039364,1.0,1.0,0.6509413719177246,0.9708707282434119,0.6509413719177246,0.7831464814618743,0.5367464981973171,0.6484152358357927,0.7971097677946091,0.9980728579685092,0.9969817097298801,0.061005685414402586,0.061005685414402586,0.061005685414402586,0.9826138615608215,0.9826138615608215
2,0.820141464471817,0.7916781362146139,0.9574117362499237,0.8412153074664598,1.0,1.0,0.5962924882769585,0.927389758159767,0.5962924882769585,0.7666438121147408,0.49570280220359564,0.7728024841106813,0.761726432479918,0.9963022528681904,0.9864973062649369,0.08402493701511096,0.08402493701511098,0.08402493701511098,0.991912841796875,0.991912841796875
3,0.8939025402069092,0.8836197902758915,0.9484952092170715,0.8676036103975991,1.0,1.0,0.6042657494544983,0.9580136012639997,0.6042657494544983,0.7720664096989924,0.5100889122113585,0.6747983826155012,0.7709278631955385,0.9987303928937763,0.9864871352910995,0.06229679561701835,0.06229679561701835,0.06229679561701835,0.9909362196922302,0.9909362196922302
4,0.909470409154892,0.8712133765220642,0.9668831378221512,0.8580628098620884,1.0,1.0,0.5983655899763107,0.963640201191239,0.5983655899763107,0.7736476158164609,0.5191543623805046,0.6637245883561067,0.7708948850631714,0.9803219493478537,0.9581419080495834,0.1272879878622842,0.12728798786228424,0.12728798786228424,0.9899470210075378,0.9899470210075378
5,0.8882927596569061,0.8441206645220518,0.9552254527807236,0.8579965670672534,1.0,1.0,0.6483670175075531,0.9607200499121573,0.6483670175075531,0.7832876852665689,0.5154334101825953,0.6942720693822491,0.7783361673355103,0.9984871168853715,0.9692108575254679,0.06977322690978954,0.06977322690978954,0.06977322690978954,0.9696528315544128,0.9696528315544128
6,0.8988192677497864,0.8890581528345745,0.9637401551008224,0.8096073346231143,1.0,1.0,0.6225287020206451,0.9618071776670103,0.6225287020206451,0.7760336084241234,0.5128781367093325,0.6862063020611039,0.7906295470893383,0.9946676823310554,0.9970950579736382,0.0876045608127356,0.0876045608127356,0.0876045608127356,0.9891148805618286,0.9891148805618286
7,0.896084189414978,0.8530259244143963,0.9614433199167252,0.8793450067323738,1.0,1.0,0.5848458483815193,0.9568589198168285,0.5848458483815193,0.760072267385133,0.4871357958763838,0.6690012826942481,0.7778654415160418,0.9936947617679834,0.9859254034236073,0.10338617706518198,0.10338617706518198,0.10338617706518198,0.9288865327835083,0.9288865327835083
8,0.8706163763999939,0.8529989533126354,0.9630784839391708,0.8664666123563259,1.0,1.0,0.6060467213392258,0.9490288972777661,0.6060467213392258,0.7747842775768863,0.5172839313745499,0.6970326966456785,0.7666353080421686,0.06641775369644165,0.9567324705421925,0.10065698601878423,0.10065698601878423,0.10065698601878423,0.9782401919364929,0.9782401919364929
9,0.9222301840782166,0.8991304188966751,0.9659918248653412,0.868295764763522,1.0,1.0,0.607316255569458,0.9694610574801601,0.607316255569458,0.7489890834624036,0.47676016949117184,0.635373010931505,0.7634811569005251,0.9987202535849065,0.9803271554410458,0.08458187197723481,0.08458187197723481,0.08458187197723481,0.9934698343276978,0.9934698343276978
10,0.9344878494739532,0.9137509216864903,0.9619661569595337,0.8703181020259727,1.0,1.0,0.6555467545986176,0.9774341271380793,0.6555467545986176,0.7832692678791378,0.5151432231068611,0.6497766240342062,0.8001776039600372,0.9986388206016272,0.9712439756840467,0.05306593038093291,0.05306593038093291,0.05306593038093291,0.9821078181266785,0.9821078181266785
11,0.8723459243774414,0.8313338259855907,0.9690903723239899,0.8634685716078097,1.0,1.0,0.6237118393182755,0.9519652826804617,0.6237118393182755,0.775103016030351,0.514219768345356,0.7076907152938584,0.7753406446427107,0.9991990647395141,0.9888887628912926,0.13908912070342383,0.13908912070342383,0.13908912070342383,0.9928192496299744,0.9928192496299744
12,0.8675064146518707,0.8357951939105988,0.9768190681934357,0.869626988547092,1.0,1.0,0.5993232876062393,0.9469129058094494,0.5993232876062393,0.7736828591661693,0.5144145209342241,0.7009543506546488,0.7738167904317379,0.9957215911708772,0.9754671305418015,0.0673702678052577,0.0673702678052577,0.0673702678052577,0.9777946472167969,0.9777946472167969
13,0.8620073199272156,0.8277328958113988,0.955721840262413,0.8545533284073841,1.0,1.0,0.6722975373268127,0.9547794589092753,0.6722975373268127,0.7671797056973689,0.5108435116708279,0.712312006011067,0.7718683239072561,0.7394618690013885,0.9237424954771996,0.08210778195044856,0.08210778195044856,0.08210778195044856,0.9784641265869141,0.9784641265869141
14,0.8723803162574768,0.8466504439711571,0.9559608846902847,0.8659192603602519,1.0,1.0,0.5920858159661293,0.947942120839508,0.5920858159661293,0.739916100330966,0.46404530853033066,0.6711610426883334,0.7739422507584095,0.6225818991661072,0.9981245275121182,0.030543901389473074,0.030543901389473074,0.030543901389473074,0.9750829339027405,0.9750829339027405
15,0.8947937488555908,0.8711932301521301,0.9696439206600189,0.8557633348712367,1.0,1.0,0.5742189139127731,0.9552051681245679,0.5742189139127731,0.7566913887014333,0.47631931491196156,0.666026970911874,0.7770344614982605,0.998134262743406,0.9955998929217458,0.1321152653732887,0.1321152653732887,0.1321152653732887,0.9865195751190186,0.9865195751190186
16,0.8742651343345642,0.8378643598407507,0.9504051953554153,0.8790789582609032,1.0,1.0,0.5806095004081726,0.9472679918724616,0.5806095004081726,0.74198147572736,0.45908084139227867,0.6793183670070306,0.751123653142713,0.9967819442972541,0.9920361917465925,0.06717520077597677,0.06717520077597677,0.06717520077597677,0.9713746905326843,0.9713746905326843
